name,official_url,primary_category,secondary_category,pricing_model,platform,short_description,open_source,api_available,last_verified
Algo for Podcasts,https://algo.tv/,Education and learning,Developer infrastructure and models,Freemium,Web,Platform that personalizes podcast recommendations based on your listening preferences using machine learning algorithms.,false,false,2026-08-18
Algobash.com,https://www.algobash.com/en/,Business and finance,Productivity and workflow,Freemium,Web,"Coding assistant that helps generate code snippets, debug errors, and explain programming concepts through a web-based interface supporting multiple languages.",false,false,2026-08-18
Algochat,https://www.algochat.io/,Customer support,Automation and agents,Freemium,Web; API,Chatbot platform that helps businesses automate customer support and lead generation through an easy visual builder and multi-channel deployment.,false,true,2026-08-18
AlgoDocs,https://algodocs.com/,Business and finance,Presentations and documents,Paid; Free Trial,Web,"AI-driven document automation platform designed to help legal and business teams automate contract drafting, collaborate efficiently, and streamline document workflows.",false,false,2026-08-18
Algolia,https://www.algolia.com/,Coding and development,,Freemium,Web; API,"Hosted search API platform that provides instant, relevant, and typo-tolerant search experiences for websites and applications through easy-to-use APIs and SDKs.",false,true,2026-08-18
Algor Education,https://www.algoreducation.com/en,Education and learning,Chatbots and assistants,Freemium,Web,"AI-driven tutoring platform that provides personalized homework help, concept explanations, and study support through adaptive learning technology.",false,false,2026-08-18
Algoriddim djay,https://www.algoriddim.com/,"Audio, music, and voice",,Freemium,Windows; macOS; iOS; Android,"Cross-platform DJ software that enables live music mixing with automatic beat detection, streaming service integration, and a variety of audio effects suitable for beginners and professionals.",false,false,2026-08-18
AlgoVue,https://algovue.app/,Business and finance,Automation and agents,Freemium,Web; API,"AI-driven trading platform that enables users to build, backtest, and automate algorithmic trading strategies for cryptocurrencies and stocks without requiring advanced coding skills.",false,true,2026-08-18
ALIagents.ai,https://aliagents.ai/,Sales and CRM,Business and finance,Paid; Free Trial,Web; API,"Platform that helps real estate professionals generate, qualify, and manage property leads using chatbots and an integrated CRM system.",false,true,2026-08-18
AliDropship,https://alidropship.com/,Business and finance,Automation and agents,Paid; Free Trial,Web,"WordPress plugin that automates dropshipping by importing products from AliExpress, automating order fulfillment, and managing pricing and inventory for WooCommerce stores.",false,false,2026-08-18
AliExpress,https://ar.aliexpress.com/?gatewayAdapt=glo2ara,Business and finance,Marketing and advertising,Free,Web; iOS; Android,"Global e-commerce platform owned by Alibaba Group that connects buyers and sellers worldwide, offering a wide range of products at competitive prices with buyer protection and international shipping.",false,false,2026-08-18
All Hashtag,https://all-hashtag.com/,SEO and search,Marketing and advertising,Freemium,Web,"Web-based tool that helps users generate relevant hashtags, analyze their popularity, and create custom hashtags to improve social media engagement on platforms like Instagram and Twitter.",false,false,2026-08-18
All Search AI,https://allsearch.ai/,Research and knowledge,Productivity and workflow,Freemium,Web,"Universal search engine that aggregates information from multiple sources and uses semantic understanding to deliver relevant, comprehensive search results quickly.",false,false,2026-08-18
All Voice Lab,https://allvoicelab.com/,"Audio, music, and voice",,Paid; Free Trial,Web,"Text-to-speech platform that creates realistic, customizable voiceovers in multiple languages, suitable for content creation, marketing, and accessibility.",false,false,2026-08-18
Allego,https://www.allego.com/,Customer support,Sales and CRM,Paid,Web; iOS; Android,"Sales learning platform that provides video coaching, content management, and mobile learning tools to help sales teams improve skills and accelerate onboarding.",false,false,2026-08-18
allganize.ai,https://www.allganize.ai/,Research and knowledge,Automation and agents,Paid,Web; API,"Enterprise AI platform specializing in natural language processing to automate document understanding, semantic search, and customer support through AI chatbots.",false,true,2026-08-18
Alli AI,https://www.alliai.com/?lmref=yX_iIA,SEO and search,Automation and agents,Paid; Free Trial,Web,"SEO automation platform that helps marketers automate keyword research, content optimization, and SEO campaign management to improve organic search performance efficiently.",false,false,2026-08-18
Allrecipes,https://allrecipes.com/,Health and lifestyle,Marketing and advertising,Free,Web; iOS; Android,"Free online platform offering a vast collection of user-generated recipes, meal planning tools, and a cooking community to help users discover, save, and share recipes.",false,false,2026-08-18
AllTrails,https://www.alltrails.com/,Health and lifestyle,,Freemium,Web; iOS; Android,"App that helps users find, navigate, and track hiking and outdoor trails with GPS, offline maps, and community reviews.",false,false,2026-08-18
Almeta ML,https://almeta.cloud/,Education and learning,Developer infrastructure and models,Paid,Web,"Cloud platform that automates machine learning workflows including data preprocessing, model training, and deployment, designed for both data scientists and business users.",false,false,2026-08-18
AloAngels,https://www.aloangels.me/,Customer support,Automation and agents,Paid; Free Trial,Web; API,Chatbot platform that helps businesses automate customer support and engage users through personalized conversational AI.,false,true,2026-08-18
Alpha Vantage,https://www.alphavantage.co/,Business and finance,Data and analytics,Freemium,Web; API,"Financial data platform providing free and premium APIs for real-time and historical stock, forex, and cryptocurrency market data, including technical indicators, suitable for developers and analysts.",false,true,2026-08-18
AlphaFold,https://alphafold.ebi.ac.uk/,Education and learning,Research and knowledge,Free,Web,"System developed by DeepMind that predicts highly accurate 3D protein structures from amino acid sequences, accessible free via the EBI website.",false,false,2026-08-18
Alphapro,https://www.alphapro.ai/,SEO and search,Marketing and advertising,Paid; Free Trial,Web,"Writing assistant designed to help marketers and content creators generate SEO-optimized content such as blog posts, marketing copy, and social media posts efficiently through an easy-to-use web platform.",false,false,2026-08-18
AlphaResearch,https://alpharesearch.io/,Research and knowledge,Automation and agents,Freemium,Web,"AI-driven platform that automates market research by enabling users to create surveys, analyze data in real time, and generate actionable insights to support business decisions.",false,false,2026-08-18
AlphaSense,https://www.alpha-sense.com/,Business and finance,Data and analytics,Paid,Web; API,"AI-driven market intelligence platform that helps businesses and investors quickly find and analyze financial documents, news, and research reports to make informed decisions.",false,true,2026-08-18
